Words			Original Roots		Predicted roots
غیرمعمولی		غیرمعمولی			غیرمعمولی
اضافہ		اضافہ			اضافہ
کی		کا			کا
وجہ		وجہ			وجہ
سے		سے			سے
یہ		یہ			یہ
فیصلہ		فیصلہ			فیصلہی
ضروری		ضروری			ضروری
ہے		ہے			ہے
۔		۔			۔
2010		2010			2010
مےں		مےں			مےں
افراط_زر		افراط_زر			افرائگزر
کی		کا			کا
بنا		بنا			بنا
پر		پر			پر
حکومت		حکومت			حکومت
نے		نے			نے
قیمتوں		قیمت			قیمت
پر		پر			پر
کڑی		کڑی			کڑیی
نظر		نظر			نظر
رکھی		رکھ			رکھھ
تھی		تھا			تھا
چنانچہ		چنانچہ			چنانچہ
جاریہ		جاریہ			جاریہہ
سال		سال			سال
اسمبلی		اسمبلی			اسمبلی
انتخابات		انتخاب			انتخاب
کا		کا			کا
مرحلہ		مرحلہ			مرحلہححح
مکمل		مکمل			مکمل
ہوتے		ہو			ہو
ہی		ہی			ہی
حکومت		حکومت			حکومت
کے		کے			کا
لیے		لیے			لیے
بھی		بھی			بھی
قیمتوں		قیمت			قیمت
مےں		مےں			مےں
اضافے		اضافہ			اضافہ
کے		کا			کا
سلسلے		سلسلہ			سلسلہل
مےں		مےں			مےں
ماحول		ماحول			ماحول
سازگار		سازگار			سازگارہ
ہو		ہو			ہو
جائےگا		جا			جا
۔		۔			۔
کانگریس		کانگریس			کانگریس
زیر		زیر			زیریی
قیادت		قیادت			قیادت
یو		یو			یو
پی		پی			پی
اے		اے			اے
حکومت		حکومت			حکومت
کی		کا			کا
کلیدی		کلیدی			کلیدیو
حلیف		حلیف			حلیفی
ڈی		ڈی			ڈی
ایم		ایم			ایم
کے		کے			کا
نے		نے			نے
مرکز		مرکز			مرکز
سے		سے			سے
سری		سری			سری
لنکا		لنکا			لنکاو
مےں		مےں			مےں
جنگی		جنگی			جنگیو
جرائم		جرم			جرام
کے		کا			کا
ذمہ_داروں		ذمہ_دار			ذمہ_دار
کے		کے			کا
خلاف		خلاف			خلاف
کارروائی		کارروائی			کارروائی
کو		کو			کو
یقینی		یقینی			یقینیی
بنانے		بنا			بنا
کا		کا			کا
مطالبہ		مطالبہ			مطالبہطبطططط
کیا		کر			کر
۔		۔			۔
اقوام		اقوام			اقوام
متحدہ		متحدہ			متحدہہ
کی		کا			کا
رپورٹ		رپورٹ			رپورٹس
کا		کا			کا
حوالہ		حوالہ			حوالہ
دیتے		دے			دے
ہوئے		ہو			ہو
جس		جو			جو
مےں		مےں			مےں
اس		یہ			یہ
کے		کے			کا
مطابق		مطابق			مطابقطباا
سری		سری			سری
لنکا		لنکا			لنکاو
کی		کا			کا
فوج		فوج			فوج
اور		اور			اور
ایل		ایل			ایل
ٹی		ٹی			ٹی
ٹی		ٹی			ٹی
ای		ای			ای
کے		کے			کا
مابین		مابین			مابین
جنگ		جنگ			جنگ
کے		کا			کا
آخری		آخری			آخری
مراحل		مرحلہ			مراحلحح
مےں		مےں			مےں
ہزاروں		ہزار			ہزار
عام		عام			عام
شہریوں		شہری			شہری
کی		کا			کا
ہلاکت		ہلاکت			ہلاکتف
واقع		واقع			واقع
ہوئی		ہو			ہو
,		,			,
ڈی		ڈی			ڈی
ایم		ایم			ایم
کے		کے			کا
کی		کا			کا
اعلیٰ		اعلیٰ			اعلیٰح
سطحی		سطحی			سطحییحح
کمیٹی		کمیٹی			کمیٹی
نے		نے			نے
کہا		کہہ			کہہ
کہ		کہ			کہ
یو		یو			یو
پی		پی			پی
اے		اے			اے
مےں		مےں			مےں
شامل		شامل			شامل
جماعتوں		جماعت			جماعت
کو		کو			کو
مل		مل			مل
کر		کر			کر
ذمہ_داروں		ذمہ_دار			ذمہ_دار
کے		کے			کا
خلاف		خلاف			خلاف
کارروائی		کارروائی			کارروائی
کو		کو			کو
یقینی		یقینی			یقینیی
بنانا		بنا			بنا
چاہیے		چاہئے			چاہیےےےےے
۔		۔			۔
اس		یہ			یہ
دوران		دوران			دوران
انا		انا			انا
ڈی		ڈی			ڈی
ایم		ایم			ایم
کے		کے			کا
سربراہ		سربراہ			سربراہہ
جئے		جئے			جئ
للیتا		للیتا			للتل
نے		نے			نے
بھی		بھی			بھی
حکومت		حکومت			حکومت
ہند		ہند			ہندن
پر		پر			پر
سری		سری			سری
لنکا		لنکا			لنکاو
کے		کا			کا
صدر		صدر			صدر
مہندرا		مہندرا			مہندرا
راجہ		راجہ			راجہہ
پکسے		پکسے			پکہ
کے		کے			کا
خلاف		خلاف			خلاف
جنگی		جنگی			جنگیو
جرائم		جرم			جرام
اور		اور			اور
نسل_کشی		نسل_کشی			نسلکری
کے		کے			کا
لیے		لئے			لیے
اقوام		اقوام			اقوام
متحدہ		متحدہ			متحدہہ
سے		سے			سے
رجوع		رجوع			رجوعہ
ہونے		ہو			ہو
پر		پر			پر
زور		زور			زور
دیا		دے			دے
۔		۔			۔
جئے		جئے			جئ
للیتا		للیتا			للتل
نے		نے			نے
کہا		کہہ			کہہ
کہ		کہ			کہ
اقوام		اقوام			اقوام
متحدہ		متحدہ			متحدہہ
کی		کا			کا
رپورٹ		رپورٹ			رپورٹس
نے		نے			نے
حکومت		حکومت			حکومت
سری		سری			سری
لنکا		لنکا			لنکاو
کے		کا			کا
اس		یہ			یہ
دعویٰ		دعویٰ			دعویٰ
کو		کو			کو
غلط		غلط			غلطلللل
ثابت		ثابت			ثابت
کر		کر			کر
دیا		دے			دے
ہے		ہے			ہے
کہ		کہ			کہ
انسانی		انسانی			انسانی
بنیادوں		بنیاد			بنیاد
پر		پر			پر
یہ		یہ			یہ
کارروائی		کارروائی			کارروائی
کی		کر			کا
گئی		جا			جا
اور		اور			اور
جانی		جانی			جای
و		و			و
مالی		مالی			مالی
نقصانات		نقصان			نقصان
کم		کم			کم
سے		سے			سے
کم		کم			کم
ہوئے		ہو			ہو
۔		۔			۔
جئے		جئے			جئ
للیتا		للیتا			للتل
نے		نے			نے
راجہ		راجہ			راجہہ
پکسے		پکسے			پکہ
کے		کے			کا
خلاف		خلاف			خلاف
جنگی		جنگی			جنگیو
جرائم		جرم			جرام
اور		اور			اور
نسل_کشی		نسل_کشی			نسلکری
کا		کا			کا
مقدمہ		مقدمہ			مقدمہددد
چلانے		چلا			چلا
کا		کا			کا
مطالبہ		مطالبہ			مطالبہطبطططط
کیا		کر			کر
۔		۔			۔
سیشن		سیشن			سیشنپ
کورٹ		کورٹ			کورٹ
آرتھر		آرتھر			آرتھرہ
روڈ		روڈ			روڈ
سنٹرل		سنٹرل			سنٹرل
جیل		جیل			جیلل
کے		کا			کا
عہدیدار		عہدیدار			عہدیدار
کی		کا			کا
جانب		جانب			جانب
سے		سے			سے
دائرکردہ		دائرکردہ			دائرکردہہ
درخواست		درخواست			درخواست
کی		کا			کا
7		7			7
مئی		مئی			مئی
کو		کو			کو
سماعت		سماعت			سماعت
کرےگی		کر			کر
جس		جو			جو
مےں		مےں			مےں
حسن		حسن			حسن
علی		علی			علی
خان		خان			خان
کو		کو			کو
پاسپورٹ		پاسپورٹ			پاسپورٹ
جعل_سازی		جعل_سازی			جعلسازی
مقدمہ		مقدمہ			مقدمہددد
کے		کا			کا
سلسلے		سلسلہ			سلسلہل
مےں		مےں			مےں
پٹنہ		پٹنہ			پٹنہ
منتقل		منتقل			منتقللل
کرنے		کر			کر
کے		کے			کا
لیے		لیے			لیے
اجازت		اجازت			اجازت
طلب		طلب			طلببببب
کی		کر			کا
گئی		جا			جا
ہے		ہے			ہے
۔		۔			۔
اسی		یہ			یہی
تاریخ		تاریخ			تاریخ
کو		کو			کو
حسن		حسن			حسن
علی		علی			علی
خان		خان			خان
کو		کو			کو
ریمانڈ		ریمانڈ			ریمانڈ
مےں		مےں			مےں
توسیع		توسیع			توسیعی
کے		کے			کا
لیے		لیے			لیے
پیش		پیش			پیشش
کیا		کر			کر
جانے		جا			جا
والا		والا			والا
ہے		ہے			ہے
۔		۔			۔
پٹنہ		پٹنہ			پٹنہ
پولیس		پولیس			پولیس
نے		نے			نے
کل		کل			کل
عدالت		عدالت			عدالتت
سے		سے			سے
رجوع		رجوع			رجوعہ
ہوتے		ہو			ہو
ہوئے		ہو			ہو
حسن		حسن			حسن
علی		علی			علی
خان		خان			خان
کو		کو			کو
تحویل		تحویل			تحویلی
مےں		مےں			مےں
دینے		دے			دے
کی		کا			کا
خواہش		خواہش			خواہشہ
کی		کر			کا
تھی		تھا			تھا
۔		۔			۔
حسن		حسن			حسن
علی		علی			علی
خان		خان			خان
کے		کا			کا
وکیل		وکیل			وکیلی
آئی		آئی			آئی
پی		پی			پی
بگاڈیا		بگاڈیا			بگاڈیا
نے		نے			نے
اس		یہ			یہ
درخواست		درخواست			درخواست
پر		پر			پر
اعتراض		اعتراض			اعتراض
کرتے		کر			کر
ہوئے		ہو			ہو
کہا		کہہ			کہہ
کہ		کہ			کہ
یہ		یہ			یہ
وارنٹ		وارنٹ			وارنٹ
آرتھر		آرتھر			آرتھرہ
روڈ		روڈ			روڈ
جیل		جیل			جیلل
کے		کا			کا
نام		نام			نام
ہے		ہے			ہے
اور		اور			اور
عدالت		عدالت			عدالتت
کے		کا			کا
نام		نام			نام
سے		سے			سے
نہیں		نہیں			نہیں
بھیجا		بھیج			بھیج
گیا		جا			جا
ہے		ہے			ہے
چنانچہ		چنانچہ			چنانچہ
اسے		یہ			یہ
واپس		واپس			واپس
کر		کر			کر
دیا		دے			دے
جانا		جا			جا
چاہئے		چاہئے			چاہئےےےےےے
۔		۔			۔
تاہم		تاہم			تاہم
ایڈیشنل		ایڈیشنل			ایڈیشنل
سینئر		سینئر			سینئرہ
جیلر		جیلر			جیلری
آرتھر		آرتھر			آرتھرہ
روڈ		روڈ			روڈ
گویند		گویند			گویند
پاٹل		پاٹل			پاٹل
نے		نے			نے
درخواست		درخواست			درخواست
دیتے		دے			دے
ہوئے		ہو			ہو
کہا		کہہ			کہہ
کہ		کہ			کہ
ممبئی		ممبئی			ممبئیبببب
کی		کا			کا
سیشن		سیشن			سیشنپ
کورٹ		کورٹ			کورٹ
جیل		جیل			جیلل
کے		کا			کا
حکام		حاکم			حکام
کو		کو			کو
ملزم		ملزم			ملزم
حسن		حسن			حسن
علی		علی			علی
خان		خان			خان
کو		کو			کو
پٹنہ		پٹنہ			پٹنہ
روانہ		روانہ			روانہ
کرنے		کر			کر
کی		کا			کا
اجازت		اجازت			اجازت
دے		دے			دے
سکتی		سک			سکی
ہے		ہے			ہے
کیوںکہ		کیوںکہ			کیوںکے
حسن		حسن			حسن
علی		علی			علی
خان		خان			خان
اس		یہ			یہ
وقت		وقت			وقت
عدالت		عدالت			عدالتت
کی		کا			کا
تحویل		تحویل			تحویلی
مےں		مےں			مےں
ہےں		ہے			ہے
۔		۔			۔
انھیں		وہ			وہ
7		7			7
مئی		مئی			مئی
تک		تک			تک
کے		کے			کا
لیے		لیے			لیے
اس		یہ			یہ
سے		سے			سے
پہلے		پہلے			پہلے
عدالتی		عدالتی			عدالتی
تحویل		تحویل			تحویلی
مےں		مےں			مےں
دیا		دے			دے
گیا		جا			جا
تھا		تھا			تھا
۔		۔			۔
عدالت		عدالت			عدالتت
4		4			4
مئی		مئی			مئی
کو		کو			کو
ملزم		ملزم			ملزم
کو		کو			کو
طبی		طبی			طبیبب
مدد		مدد			مدد
فراہم		فراہم			فراہمہہ
کرنے		کر			کر
کی		کا			کا
درخواست		درخواست			درخواست
پر		پر			پر
بھی		بھی			بھی
غور		غور			غور
کریگی		کر			کرگی
کیونکہ		کیونکہ			کیونکہہ
حسن		حسن			حسن
علی		علی			علی
خان		خان			خان
نے		نے			نے
کہا		کہہ			کہہ
کہ		کہ			کہ
وہ		وہ			وہ
ذیابطیس		ذیابیطس			ذیابطیس
کے		کا			کا
مریض		مریض			مریضی
ہےں		ہے			ہے
اور		اور			اور
انھیں		وہ			وہ
فوری		فوری			فوری
علاج		علاج			علاج
کی		کا			کا
ضرورت		ضرورت			ضرورت
ہے		ہے			ہے
۔		۔			۔
وزیراعظم		وزیراعظم			وزیراعظم
منموہن		منموہن			منموہن
سنگھ		سنگھ			سنگھگگ
کی		کا			کا
صدارت		صدارت			صدارتت
مےں		مےں			مےں
منعقد		منعقد			منعقد
ہوئے		ہو			ہو
اےک		اےک			اےک
اعلی		اعلی			اعلیا
سطحی		سطحی			سطحییحح
اجلاس		اجلاس			اجلاس
مےں		مےں			مےں
مہاراشٹرا		مہاراشٹرا			مہاراشٹرا
کے		کا			کا
مقام		مقام			مقام
جیٹاپور		جیٹاپور			جیٹاپور
مےں		مےں			مےں
فرانس		فرانس			فرانس
کے		کا			کا
اشتراک		اشتراک			اشتراکف
سے		سے			سے
نیوکلیر		نیوکلیر			نیوکلیری
پراجکٹ		پراجکٹ			پراجکٹ
کی		کا			کا
تعمیر		تعمیر			تعمیر
جاری		جاری			جاری
رکھنے		رکھ			رکھھ
کا		کا			کا
فیصلہ		فیصلہ			فیصلہی
کیا		کر			کر
گیا		جا			جا
جبکہ		جبکہ			جبکہی
شیو		شیو			شیو
سینا		سینا			سینا
اور		اور			اور
دوسری		دوسرا			دوسری
تنظیمیں		تنظیم			تنظیم
جاپان		جاپان			جاپان
مےں		مےں			مےں
فوکوشیما		فوکوشیما			فوکیم
نیوکلیر		نیوکلیر			نیوکلیری
تباہی		تباہی			تباہی
کے		کے			کا
حوالے		حوالے			حوالے
سے		سے			سے
اس		یہ			یہ
پراجکٹ		پراجکٹ			پراجکٹ
کی		کا			کا
شدید		شدید			شدید
مخالفت		مخالفت			مخالفتت
کر		کر			کر
رہی		رہ			رہ
ہےں		ہے			ہے
اور		اور			اور
اس		یہ			یہ
سلسلہ		سلسلہ			سلسلہل
مےں		مےں			مےں
تارہ		تارہ			تارہفف
پور		پور			پور
سے		سے			سے
جیٹا		جیٹا			جیٹا
پور		پور			پور
تک		تک			تک
یاترا		یاترا			یاترا
بھی		بھی			بھی
نکالی		نکال			نکالی
گئی		جا			جا
جو		جو			جو
سہ		سہ			سہ
روزہ		سہ			روزہہ
احتجاجی		احتجاجی			احتجاجی
پروگرام		پروگرام			پروگرام
کا		کا			کا
نقطہ		نقطہ			نقطہ
عروج		عروج			عروج
تھا		تھا			تھا
۔		۔			۔
احتجاج		احتجاج			احتجاجا
کے		کے			کا
دوران		دوران			دوران
پولیس		پولیس			پولیس
فائرنگ		فائرنگ			فائرنگر
مےں		مےں			مےں
اےک		اےک			اےک
نوجوان		نوجوان			نوجوان
تبریز		تبریز			تبریز
سائکر		سائکر			سائکرہ
جاں_بحق		جاں_بحق			جادقثققتت
ہو		ہو			ہو
چکا		چک			چک
ہے		ہے			ہے
۔		۔			۔
نیوکلیر		نیوکلیر			نیوکلیری
پاور		پاور			پاور
پراجکٹ		پراجکٹ			پراجکٹ
کے		کا			کا
قیام		قیام			قیام
کی		کا			کا
مخالفت		مخالفت			مخالفتت
کرنے		کر			کر
والی		والا			والا
جماعتوں		جماعت			جماعت
اور		اور			اور
تنظیموں		تنظیم			تنظیم
نے		نے			نے
اندیشہ		اندیشہ			اندیشہہ
ظاہر		ظاہر			ظاہرہہ
کیا		کر			کر
ہے		ہے			ہے
کہ		کہ			کہ
اس		یہ			یہ
پراجکٹ		پراجکٹ			پراجکٹ
کی		کا			کا
تعمیر		تعمیر			تعمیر
سے		سے			سے
ماحولیات		ماحولیات			ماحولیا
کو		کو			کو
سنگین		سنگین			سنگینگگ
خطرہ		خطرہ			خطرہرر
لاحق		لاحق			لاحق
ہوگا		ہو			ہو
اور		اور			اور
کسی		کوئی			کوئییییییییییییییی
بھی		بھی			بھی
ناگہانی		ناگہانی			ناگہانی
صورت_حال		صورت_حال			صورت_حالہ
مےں		مےں			مےں
انسانی		انسانی			انسانی
جانوں		جان			جان
کو		کو			کو
زبردست		زبردست			زبردستت
خطرہ		خطرہ			خطرہرر
لاحق		لاحق			لاحق
ہو		ہو			ہو
سکتا		سک			سک
ہے		ہے			ہے
فوکوشیما		فوکوشیما			فوکیم
نیوکلیر		نیوکلیر			نیوکلیری
تباہی		تباہی			تباہی
اس		یہ			یہ
کی		کا			کا
تازہ		تازہ			تازہ
مثال		مثال			مثال
ہے		ہے			ہے
۔		۔			۔
حکومت		حکومت			حکومت
نے		نے			نے
یقین		یقین			یقینی
دلایا		دلا			دلا
ہے		ہے			ہے
کہ		کہ			کہ
حفاظتی		حفاظتی			حفاظتی
پہلووں		پہلو			پہلوہ
کو		کو			کو
اولین		اول			اولین
ترجیح		ترجیح			ترجیح
دی		دے			دے
جائےگی		جا			جا
حکومت		حکومت			حکومت
کے		کا			کا
اعلی		اعلی			اعلیا
سطحی		سطحی			سطحییحح
اجلاس		اجلاس			اجلاس
نے		نے			نے
نیوکلیر		نیوکلیر			نیوکلیری
پراجکٹ		پراجکٹ			پراجکٹ
کی		کا			کا
تعمیر		تعمیر			تعمیر
کی		کا			کا
مخالفت		مخالفت			مخالفتت
کو		کو			کو
سیاسی		سیاسی			سیاسیہ
مقصدبراری		مقصدبراری			مقصدرراری
سے		سے			سے
تعبیر		تعبیر			تعبیر
کیا		کر			کر
اور		اور			اور
مخالفت		مخالفت			مخالفتت
کرنے		کر			کر
والی		والا			والا
تنظیموں		تنظیم			تنظیم
پر		پر			پر
عوام		عوام			عوام
کے		کا			کا
جذبات		جذبہ			جذبا
بھڑکانے		بھڑکا			بھڑکاھھ
کا		کا			کا
الزام		الزام			الزام
لگایا		لگا			لگا
ہے		ہے			ہے
حالانکہ		حالانکہ			حالانکہ
جاپان		جاپان			جاپان
مےں		مےں			مےں
ہوئی		ہو			ہو
نیوکلیر		نیوکلیر			نیوکلیری
تباہی		تباہی			تباہی
اور		اور			اور
انسانی		انسانی			انسانی
جانوں		جان			جان
کے		کا			کا
نقصان		نقصان			نقصان
پر		پر			پر
جیٹاپور		جیٹاپور			جیٹاپور
پراجکٹ		پراجکٹ			پراجکٹ
کی		کا			کا
مخالفت		مخالفت			مخالفتت
فطری		فطری			فطریی
ردعمل		ردعمل			ردعمل_
ہے		ہے			ہے
۔		۔			۔
رہی		رہ			رہ
بات		بات			بات
کسی		کوئی			کوئییییییییییییییی
بھی		بھی			بھی
مسئلہ		مسئلہ			مسئلہہ
کے		کا			کا
سیاسی		سیاسی			سیاسیہ
استحصال		استحصال			استحصال
کی		کا			کا
تو		تو			تو
خود		خود			خود
کانگریس		کانگریس			کانگریس
دودھ		دودھ			دودھ
کی		کا			کا
دھلی		دھل			دھلیی
نہیں		نہیں			نہیں
ہے		ہے			ہے
۔		۔			۔
بعض		بعض			بعض
اوقات		وقت			اوت
تو		تو			تو
سیاسی		سیاسی			سیاسیہ
جماعتیں		جماعت			جماعت
نان_ایشو		نان_ایشو			نانااش
پر		پر			پر
بھی		بھی			بھی
سیاسی		سیاسی			سیاسیہ
چال		چال			چال
چلتی		چل			چلل
ہےں		ہے			ہے
۔		۔			۔
جیٹاپور		جیٹا			جیٹاپور
نیوکلیر		نیوکلیر			نیوکلیری
پاور		پاور			پاور
پلانٹ		پلانٹ			پلانٹ
کی		کا			کا
تعمیر		تعمیر			تعمیر
کا		کا			کا
مسئلہ		مسئلہ			مسئلہہ
تو		تو			تو
انسانی		انسانی			انسانی
جانوں		جان			جان
کے		کا			کا
تحفظ		تحفظ			تحفظ
اور		اور			اور
ماحولیاتی		ماحولیاتی			ماحولیاتی
حفاظت		حفاظت			حفاظت
سے		سے			سے
جڑا		جڑ			جڑ
ہے		ہے			ہے
اور		اور			اور
پھر		پھر			پھرھ
اس		یہ			یہ
پراجکٹ		پراجکٹ			پراجکٹ
کی		کا			کا
تعمیر		تعمیر			تعمیر
کی		کا			کا
صورت		صورت			صورت
مےں		مےں			مےں
بہت		بہت			بہتہ
سے		سے			سے
لوگوں		لوگ			لوگ
کو		کو			کو
نقل		نقل			نقل
مقام		مقام			مقام
بھی		بھی			بھی
کرنا		کر			کر
پڑےگا		پڑ			پڑ
۔		۔			۔
ایسے		ایسا			ایسا
مےں		مےں			مےں
شیو		شیو			شیو
سینا		سینا			سینا
,		,			,
بائیں		بائیں			بائیں
بازو		بازو			بازو
اور		اور			اور
دوسری		دوسرا			دوسری
جماعتیں		جماعت			جماعت
و		و			و
تنظیمیں		تنظیم			تنظیم
احتجاج		احتجاج			احتجاجا
کر		کر			کر
رہی		رہ			رہ
ہےں		ہے			ہے
تو		تو			تو
یہ		یہ			یہ
بالکلیہ		بالکلیہ			بالکلیہی
عوامی		عوامی			عوامی
مسئلہ		مسئلہ			مسئلہہ
پر		پر			پر
احتجاج		احتجاج			احتجاجا
ہے		ہے			ہے
۔		۔			۔
اور		اور			اور
اس		یہ			یہ
قسم		قسم			قسم
کے		کا			کا
احتجاج		احتجاج			احتجاجا
کو		کو			کو
فطری		فطری			فطریی
طور		طور			طور
پر		پر			پر
عوام		عوام			عوام
کی		کا			کا
تائید		تائید			تائید
حاصل		حاصل			حاصل
رہیگی		رہ			رہگہ
جس		جو			جو
مقام		مقام			مقام
پر		پر			پر
نیوکلیر		نیوکلیر			نیوکلیری
پاور		پاور			پاور
پراجکٹ		پراجکٹ			پراجکٹ
تعمیر		تعمیر			تعمیر
کیا		کر			کر
جانے		جا			جا
والا		والا			والا
ہے		ہے			ہے
وہ		وہ			وہ
شیو		شیو			شیو
سینا		سینا			سینا
کے		کا			کا
رکن		رکن			رکن
اسمبلی		اسمبلی			اسمبلی
ارجن		ارجن			ارجن
سالوی		سالوی			سالوی
کا		کا			کا
حلقہ		حلقہ			حلقہ
ہے		ہے			ہے
جو		جو			جو
مظاہرین		مظاہرین			مظاہریند
کے		کے			کا
ساتھ		ساتھ			ساتھ
اس		یہ			یہ
مسئلہ		مسئلہ			مسئلہہ
پر		پر			پر
گرفتاری		گرفتاری			گرفتاری
دے		دے			دے
چکے		چک			چک
ہےں		ہے			ہے
۔		۔			۔
دلچسپ		دلچسپ			دلچسپ
بات		بات			بات
یہ		یہ			یہ
ہے		ہے			ہے
کہ		کہ			کہ
ساکری		ساکری			ساکری
نیٹ		نیٹ			نیٹ
دیہات		دیہات			دیہا
مےں		مےں			مےں
جہاں		جہاں			جہاں
گڑبڑ		گڑبڑ			گڑبڑطططططططططڑھططط
اور		اور			اور
پرتشدد		پرتشدد			پردشدد
احتجاج		احتجاج			احتجاجا
پر		پر			پر
پولیس		پولیس			پولیس
کے		کا			کا
طاقت		طاقت			طاقتہ
استعمال		استعمال			استعمالت
کرنے		کر			کر
سے		سے			سے
تبریز		تبریز			تبریز
کی		کا			کا
جان		جان			جان
گئی		جا			جا
,		,			,
مسلم		مسلم			مسلمل
اکثریتی		اکثریتی			اکثریتی
دیہات		دیہات			دیہا
ہے		ہے			ہے
اور		اور			اور
یہ		یہ			یہ
وہ		وہ			وہ
مقام		مقام			مقام
ہے		ہے			ہے
جہاں		جہاں			جہاں
مسلمان		مسلمان			مسلمان
ہمیشہ		ہمیشہ			ہمیشہ
کانگریس		کانگریس			کانگریس
کی		کا			کا
تائید		تائید			تائید
کرتے		کر			کر
رہے		رہ			رہ
لیکن		لیکن			لیکنی
2002		2002			2002
ء		ء			ء
مےں		مےں			مےں
حالات		حالات			حالات
تبدیل		تبدیل			تبدیلل
ہو		ہو			ہو
گئے		جا			جا
اور		اور			اور
مقامی		مقامی			مقامی
مسلمانوں		مسلمان			مسلمان
کی		کا			کا
خاصی		خاصی			خاصی
تعداد		تعداد			تعداد
نے		نے			نے
شیو		شیو			شیو
سینا		سینا			سینا
مےں		مےں			مےں
شمولیت		شمولیت			شمولیت
اختیار		اختیار			اختیار
کر		کر			کر
لی		لے			لے
اور		اور			اور
وہاں		وہاں			وہاں
شیو		شیو			شیو
سینا		سینا			سینا
کی		کا			کا
برانچ		برانچ			برانچ
بھی		بھی			بھی
قائم		قائم			قائم
ہو		ہو			ہو
گئی		جا			جا
۔		۔			۔
شیو		شیو			شیو
سینا		سینا			سینا
کونکن		کونکن			کونکن
علاقہ		علاقہ			علاقہہ
مےں		مےں			مےں
کانکنی		کانکنی			کانکنی
اور		اور			اور
پاور		پاور			پاور
پلانٹس		پلانٹس			پلانٹس
کے		کا			کا
قیام		قیام			قیام
کے		کے			کا
خلاف		خلاف			خلاف
مسلسل		مسلسل			مسلسلل
احتجاج		احتجاج			احتجاجا
کر		کر			کر
رہی		رہ			رہ
ہے		ہے			ہے
۔		۔			۔
کانگریس		کانگریس			کانگریس
حکومت		حکومت			حکومت
نے		نے			نے
1992		1992			1992
مےں		مےں			مےں
جب		جب			جب
دابھول		دابھول			دابھول
پاور		پاور			پاور
پراجکٹ		پراجکٹ			پراجکٹ
شروع		شروع			شروع
کیا		کر			کر
تھا		تھا			تھا
,		,			,
تب		تب			تب
بھی		بھی			بھی
احتجاج		احتجاج			احتجاجا
کیا		کر			کر
تھا		تھا			تھا
اور		اور			اور
1995		1995			1995
ء		ء			ء
مےں		مےں			مےں
بی		بی			بی
جے		جے			جے
پی		پی			پی
-		-			-
شیو		شیوسینا			شیو
سینا		شیوسینا			سینا
مخلوط		مخلوط			مخلوطل
حکومت		حکومت			حکومت
نے		نے			نے
برقی		برقی			برقیی
خریدی		خرید			خریدی
معاہدہ		معاہدہ			معاہدہہہہہ
کو		کو			کو
منسوخ		منسوخ			منسوخ
کرنے		کر			کر
کے		کے			کا
بعد		بعد			بعد
اس		یہ			یہ
پراجکٹ		پراجکٹ			پراجکٹ
کا		کا			کا
معاملہ		معاملہ			معاملہہ
ازسرنو		ازسرنو			ازسرنو
طے		طے			طا
کیا		کر			کر
تھا		تھا			تھا
اور		اور			اور
پراجکٹ		پراجکٹ			پراجکٹ
کے		کا			کا
مرحلہ		مرحلہ			مرحلہححح
دو		دو			دو
پر		پر			پر
رضامندی		رضامندی			رضامند
ظاہر		ظاہر			ظاہرہہ
کی		کر			کا
تھی		تھا			تھا
۔		۔			۔
ساکری		ساکری			ساکری
نیٹ		نیٹ			نیٹ
دیہات		دیہات			دیہا
مےں		مےں			مےں
18		18			18
اپریل		اپریل			اپریل
کو		کو			کو
شیو		شیو			شیو
سینا		سینا			سینا
کی		کا			کا
طرف		طرف			طرف
سے		سے			سے
کیے		کر			کر
گئے		جا			جا
پرتشدد		پرتشدد			پردشدد
احتجاج		احتجاج			احتجاجا
سے		سے			سے
کافی		کافی			کافی
بےچینی		بےچینی			بےیینیوپپ
پائی		پا			پا
جاتی		جا			جا
ہے		ہے			ہے
۔		۔			۔
شیو		شیو			شیو
سینا		سینا			سینا
کے		کا			کا
ایگزیکیٹو		ایگزیکیٹو			ایگزیکیٹو
صدر		صدر			صدر
ادھو		ادھو			ادھو
ٹھاکرے		ٹھاکرے			ٹھاکرےے
ساکری		ساکری			ساکری
نیٹ		نیٹ			نیٹ
کے		کا			کا
مہلوک		مہلوک			مہلوکگ
تبریز		تبریز			تبریز
کے		کا			کا
گھر		گھر			گھرھ
گئے		جا			جا
اور		اور			اور
متعلقین		متعلقین			متعلقی
کو		کو			کو
پرسہ		پرسہ			پرسہپ
دیا		دے			دے
۔		۔			۔
جیٹاپور		جیٹاپور			جیٹاپور
نیوکلیر		نیوکلیر			نیوکلیری
پراجکٹ		پراجکٹ			پراجکٹ
کے		کے			کا
خلاف		خلاف			خلاف
عوام		عوام			عوام
مےں		مےں			مےں
ناراضگی		ناراضگی			ناراضگی
ہے		ہے			ہے
اور		اور			اور
بیدخل		بیدخل			بیدخل
کئے		کر			کرئ
جانے		جا			جا
والے		والا			والا
افراد		فرد			فرد
کے		کے			کا
لیے		لیے			لیے
حکومت		حکومت			حکومت
نے		نے			نے
جس		جو			جو
معاوضہ		معاوضہ			معاوضہ
پیکیج		پیکیج			پیکیجی
کا		کا			کا
اعلان		اعلان			اعلان
کیا		کر			کر
ہے		ہے			ہے
مقامی		مقامی			مقامی
عوام		عوام			عوام
نے		نے			نے
اسے		یہ			یہ
